"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSTGUG00000003938",39.2354264734716,-0.388497795374553,0.178130126295218,-2.18097748794434,0.0291850816130653,0.362815731838613
"ENSTGUG00000011987",811.592048857891,-0.107389054554042,0.100977480768274,-1.06349508560707,0.287557492649546,0.78300368109332
"ENSTGUG00000017592",6.25263122872702,0.588157185256611,0.348853285043726,1.68597290171107,0.0918010188722444,0.551092137654135
"ENSTGUG00000009442",242.033132646991,-0.156039635148419,0.119553221459465,-1.30518971587332,0.191828255184714,0.696191243116754
"ENSTGUG00000009764",87.5602305725266,0.0411722856189712,0.213761613462835,0.192608415290285,0.847265653890047,0.979456763495923
"ENSTGUG00000015152",45.9245930912437,-0.138985636462546,0.19254916492606,-0.721818952140959,0.470405795794668,0.881454755951911
"ENSTGUG00000002407",381.469030618493,-0.019561030591388,0.255509883530537,-0.0765568451642701,0.938976090719231,0.991360183612809
"ENSTGUG00000004296",5086.83198081486,-0.0554446483447113,0.104374610626971,-0.531208193368664,0.595274515854218,0.923123905030823
"ENSTGUG00000003903",241.017760282085,-0.088901689262697,0.0996989741191412,-0.891701143849873,0.372553140284093,0.835743537576078
"ENSTGUG00000013480",1536.16541766049,0.0316773717564067,0.0416037467785669,0.76140670514623,0.446414183764639,0.872947153872985
"ENSTGUG00000008626",377.738128196054,0.0609145087115248,0.145508117016552,0.418633062955489,0.675484322246398,0.945311699398205
"ENSTGUG00000013178",56.7123078216489,0.0747373404198653,0.104568404973494,0.714722008419369,0.474780835606641,0.884056413832137
"ENSTGUG00000000082",631.854477511018,-0.0539881084570465,0.0513607370998861,-1.051155250207,0.293187292099868,0.785153594551146
"ENSTGUG00000013526",22.8636499851359,-0.330984061911062,0.295669201966118,-1.11944044124349,0.26295228622108,0.761818414805237
"ENSTGUG00000001170",176.223553298231,0.433015215068898,0.210401322220433,2.05804417243746,0.0395858933201158,0.409879990991747
"ENSTGUG00000002439",237.122075721248,0.277624886917432,0.250504063198282,1.10826500525735,0.267747384044809,0.765883118065516
"ENSTGUG00000000429",287.259979619472,-0.116612328564799,0.132332505470273,-0.881206988036617,0.378205797690198,0.839407872981911
"ENSTGUG00000008399",278.185126169529,-0.15343693926617,0.0757623076085978,-2.02524110087636,0.0428426131896759,0.422888285176838
"ENSTGUG00000006494",1.38758174708337,0.0216423456928793,0.627106411583058,0.0345114406313367,0.972469319479127,0.995539021906856
"ENSTGUG00000011456",415.277033107643,0.00266953840355243,0.0843744179907664,0.0316391919153098,0.974759788395182,0.995981319991848
"ENSTGUG00000012724",543.890505345033,-0.0781655013064656,0.0808287758640213,-0.96705041578217,0.333518831142283,0.81242838861484
"ENSTGUG00000001792",676.046832302144,-0.118765097146245,0.0643505207007271,-1.84559652125555,0.0649508120050012,0.489268785833886
"ENSTGUG00000003712",220.498158288386,0.0415717224443052,0.126095364379162,0.329684779840926,0.741638155281985,0.959678540594308
"ENSTGUG00000016003",29.2901729477593,0.416735746241078,0.337020923080223,1.23652781682602,0.216262432484437,0.723268809949235
"ENSTGUG00000001841",626.679582575612,-0.00742297325604612,0.0613490977078694,-0.120995638621983,0.903694489690661,0.986113489431907
"ENSTGUG00000016859",151.155545807435,-0.151438171097634,0.0839017926180506,-1.8049455961809,0.0710831957583829,0.501643697700994
"ENSTGUG00000009831",1698.6776670246,-0.107034423084085,0.0902757360429887,-1.18563888565933,0.235764938873799,0.743432248128307
"ENSTGUG00000002975",1822.4149470172,-0.0294861035752098,0.0583765497936592,-0.505101854759025,0.61348729872759,0.928750169448832
"ENSTGUG00000005187",92.9759959915703,-0.0783277351869618,0.101717243480929,-0.770053655668005,0.441268065363378,0.868910646563502
"ENSTGUG00000011992",55.456249294058,-0.247929004951214,0.170348971634282,-1.45541826623695,0.145553502549133,0.641495099074365
"ENSTGUG00000012303",17.849879687559,0.308130630518656,0.193031137365385,1.59627423183753,0.110427580578936,0.587022822996075
"ENSTGUG00000009791",185.942193028089,-0.229807864111942,0.121451706643927,-1.8921748443247,0.058467688868144,0.472204623790218
"ENSTGUG00000016495",69.9424178922766,-0.130791768909584,0.201337111326857,-0.649615801317687,0.515940423705998,0.89857722417754
"ENSTGUG00000013068",23.0320305606578,-0.250687830239342,0.27800233738899,-0.901747203256681,0.367191171807841,0.834274267238766
"ENSTGUG00000004797",2674.81730249537,-0.046782789873317,0.0884345386662599,-0.529010390949955,0.596798241673356,0.923123905030823
"ENSTGUG00000009542",352.493031001634,-0.0304200327577409,0.0962160644692377,-0.316163760444254,0.751878212928254,0.962156487464531
"ENSTGUG00000003134",1377.0255740133,0.0360542250065862,0.0418737801116248,0.861021501055668,0.389226201202346,0.845778562841565
"ENSTGUG00000003945",5124.27852714457,0.0949803388582875,0.0547007712442695,1.73636196890437,0.0824998523729639,0.527317342558332
"ENSTGUG00000017534",219.469502029051,-0.248512349457037,0.254090811853097,-0.978045398984023,0.328051870860998,0.808360986641102
"ENSTGUG00000013705",46.8329709564817,0.0248391016721476,0.180050630006874,0.137956205269592,0.890275029641809,0.984283715787046
"ENSTGUG00000000500",149.031911947924,-0.00110461212384556,0.124860041754821,-0.00884680245434016,0.992941364984416,0.998679482782069
"ENSTGUG00000010463",984.645949424174,-0.00266969908931231,0.0581300113889658,-0.0459263472606006,0.96336895425207,0.995139256605196
"ENSTGUG00000012454",178.698513061393,0.3382556504353,0.0727240279473694,4.65122271115259,3.29972737112495e-06,0.00183051843069922
