"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSTGUG00000003938",35.9672193892581,-0.217416194143645,0.143024508250548,-1.52013243606319,0.128477693928376,0.649201165897429
"ENSTGUG00000011987",823.688272804925,0.00363944096586136,0.0762985625591686,0.0476999938634363,0.961955338995155,0.996910602076613
"ENSTGUG00000017592",7.23379951438315,-0.156904470394892,0.249341982376351,-0.629274175570099,0.529169574993835,0.929986376756254
"ENSTGUG00000009442",244.108617142519,-0.0679980038471964,0.0776669032538577,-0.875508112187013,0.381297498246166,0.877764709469189
"ENSTGUG00000009764",92.5823724716701,-0.239635825768536,0.168743281209933,-1.4201206948821,0.155572546373047,0.693722301000129
"ENSTGUG00000015152",50.008360276,0.501897917664721,0.135536271031019,3.70305242904208,0.000213020836620575,0.0227599450126796
"ENSTGUG00000002407",385.633902013344,-0.10684651835431,0.181335946828612,-0.589218631070952,0.555714620579052,0.935522333559449
"ENSTGUG00000016201",0.193753172910064,-0.0822211816928508,1.21564846534832,-0.0676356562250847,0.946075670813314,0.995119989451889
"ENSTGUG00000004296",5148.86201181571,0.127903760699401,0.0837995443512428,1.52630615941415,0.126933635418574,0.646401615852332
"ENSTGUG00000003903",253.156592457426,0.0746800639083238,0.0782510397022151,0.954365132942889,0.339898849067028,0.856425642987143
"ENSTGUG00000013480",1545.62410416574,-0.0299124712503393,0.0487570063089119,-0.613500982009058,0.539545133651862,0.932956495342841
"ENSTGUG00000008626",392.969442471933,0.0603160657460455,0.102954314017518,0.585852728189539,0.557974486520017,0.935658787763247
"ENSTGUG00000014195",0.207519617169581,-1.21162906463466,1.43724196684536,-0.843023716663451,0.399215179814749,0.887004810628354
"ENSTGUG00000013178",56.9332950001424,0.0787564983250329,0.0904113031704697,0.871091285749285,0.383704311834141,0.878393207290869
"ENSTGUG00000000082",618.694536513838,-0.019922397270184,0.0364676446758505,-0.546303372407732,0.584857418465909,0.943137522110738
"ENSTGUG00000013526",17.5474054094837,0.0447360125870357,0.199894646399573,0.223797952535517,0.822914523204696,0.983467519203065
"ENSTGUG00000001170",172.550103132817,-0.335537130333302,0.154784671130816,-2.16776718186599,0.0301764049909169,0.369531263123012
"ENSTGUG00000002439",184.422093705636,-0.401773664934507,0.172378803049232,-2.33076026650307,0.0197660043476765,0.302596942112685
"ENSTGUG00000000429",283.587397373456,0.0825577739954792,0.100479373141268,0.821639023159587,0.411282372813625,0.890679989243334
"ENSTGUG00000008399",284.565383808875,0.0120575713136999,0.0642881048577116,0.187555245879263,0.851225312148878,0.987026592188366
"ENSTGUG00000006494",1.41224862407799,-0.182790091145432,0.405702692053537,-0.45055183198368,0.652312589378426,0.957203242028631
"ENSTGUG00000011456",431.185109872629,0.0156025068233336,0.0562497782845729,0.277378992400628,0.781489110649922,0.976080685040873
"ENSTGUG00000012724",550.094482933586,-0.0692982176041279,0.0572807667017985,-1.20979905811826,0.226356007742933,0.772674910616101
"ENSTGUG00000001792",668.248437994776,-0.00342491436872005,0.0511193954752174,-0.0669983347197533,0.946583028924401,0.995119989451889
"ENSTGUG00000013981",0.154894370106524,0.36814771269578,1.83606520259281,0.200509062628004,0.84108247096272,0.985273122633883
"ENSTGUG00000003712",232.085262926863,-0.160872709508932,0.095434128270782,-1.68569370752229,0.0918548094998927,0.581200913869308
"ENSTGUG00000016003",25.2594929113974,0.122947164020726,0.261683907796953,0.469830816330226,0.638475895753282,0.955892962828809
"ENSTGUG00000001841",627.131011328338,0.029158122646942,0.0395892655067067,0.736515878073119,0.461416808226819,0.906540645490308
"ENSTGUG00000016859",151.371224088422,-0.0495950590670896,0.0596369013177895,-0.831616968205817,0.405625181278021,0.88891966977181
"ENSTGUG00000009831",1690.15635413636,0.157783470670613,0.0660591517562494,2.3885179642151,0.0169164812827944,0.284605438120231
"ENSTGUG00000002975",1873.22545218762,0.0984308263985902,0.0422744065874626,2.32837866558681,0.0198920054857757,0.303076901582742
"ENSTGUG00000005187",98.0504472369969,-0.0346532558569555,0.0846464035395169,-0.409388401726692,0.682254649834415,0.962038719765578
"ENSTGUG00000011992",55.3212140076641,0.20544394296918,0.125617846170014,1.63546780360433,0.101951018729178,0.598917967075099
"ENSTGUG00000012303",17.575064019727,0.0710231225660696,0.142259009141127,0.499252194956676,0.617601728308667,0.950361038316328
"ENSTGUG00000005172",0.31942845521249,-0.301232931725468,0.903457108005676,-0.333422504572929,0.73881537790343,0.967819837950892
"ENSTGUG00000009791",168.095691687715,-0.15720559020927,0.0935936973527629,-1.67966000548892,0.0930234854973435,0.582931262674885
